country,region,crop,variable,year,value
Belgium,Belgium,Barley,Production,1955,280.5
Belgium,Belgium,Barley,Production,1956,288.2
Belgium,Belgium,Barley,Production,1957,295.7
Belgium,Belgium,Barley,Production,1958,318.1
Belgium,Belgium,Barley,Production,1959,398.0
Belgium,Belgium,Barley,Production,1960,382.4
Belgium,Belgium,Barley,Production,1961,408.7
Belgium,Belgium,Barley,Production,1962,499.3
Belgium,Belgium,Barley,Production,1963,481.6
Belgium,Belgium,Barley,Production,1964,515.6
Belgium,Belgium,Barley,Production,1965,520.2
Belgium,Belgium,Barley,Production,1966,486.0
Belgium,Belgium,Barley,Production,1967,622.6
Belgium,Belgium,Barley,Production,1968,574.4
Belgium,Belgium,Barley,Production,1969,557.4
Belgium,Belgium,Barley,Production,1970,527.3
Belgium,Belgium,Barley,Production,1971,590.4
Belgium,Belgium,Barley,Production,1972,638.9
Belgium,Belgium,Barley,Production,1973,718.0
Belgium,Belgium,Barley,Production,1974,701.4
Belgium,Belgium,Barley,Production,1975,428.2
Belgium,Belgium,Barley,Production,1976,611.6
Belgium,Belgium,Barley,Production,1977,675.6
Belgium,Belgium,Barley,Production,1978,764.9
Belgium,Belgium,Barley,Production,1979,766.7
Belgium,Belgium,Barley,Production,1980,807.1
Belgium,Belgium,Barley,Production,1981,751.9
Belgium,Belgium,Barley,Production,1982,745.1
Belgium,Belgium,Barley,Production,1983,670.2
Belgium,Belgium,Barley,Production,1984,873.5
Belgium,Belgium,Barley,Production,1985,685.4
Belgium,Belgium,Barley,Production,1986,793.1
Belgium,Belgium,Barley,Production,1987,678.1
Belgium,Belgium,Barley,Production,1988,737.8
Belgium,Belgium,Barley,Production,1989,647.0
Belgium,Belgium,Barley,Production,1990,534.4
Belgium,Belgium,Barley,Production,1991,495.0
Belgium,Belgium,Barley,Production,1992,449.6
Belgium,Belgium,Barley,Production,1993,390.6
Belgium,Belgium,Barley,Production,1994,346.2
Belgium,Belgium,Barley,Production,1995,356.6
Belgium,Belgium,Barley,Production,1996,382.4
Belgium,Belgium,Barley,Production,1997,372.5
Belgium,Belgium,Barley,Production,1998,374.5
Belgium,Belgium,Barley,Production,1999,387.6
Belgium,Belgium,Barley,Production,2000,331.07
Belgium,Belgium,Barley,Production,2001,366.13
Belgium,Belgium,Barley,Production,2002,341.11
Belgium,Belgium,Barley,Production,2003,271.53
Belgium,Belgium,Barley,Production,2004,303.38
Belgium,Belgium,Barley,Production,2005,300.55
Belgium,Belgium,Barley,Production,2006,371.57
Belgium,Belgium,Barley,Production,2007,373.19
Belgium,Belgium,Barley,Production,2008,425.81
Belgium,Belgium,Barley,Production,2009,452.07
Belgium,Belgium,Barley,Production,2010,372.1
Belgium,Belgium,Barley,Production,2011,339.26
Belgium,Belgium,Barley,Production,2012,363.6
Belgium,Belgium,Barley,Production,2013,395.8
Belgium,Belgium,Barley,Production,2014,399.04
Belgium,Belgium,Barley,Production,2015,434.65
Belgium,Belgium,Barley,Production,2016,345.71
Belgium,Belgium,Barley,Production,2017,377.59
Belgium,Belgium,Barley,Production,2018,324.12
Belgium,Belgium,Barley,Production,2019,401.06
Belgium,Belgium,Barley,Production,2020,329.47
Belgium,Belgium,Barley,Production,2021,300.07
Belgium,Belgium,Barley,Production,2022,384.34
Belgium,Belgium,Corn,Production,2009,652.12
Belgium,Belgium,Corn,Production,2010,589.78
Belgium,Belgium,Corn,Production,2011,688.75
Belgium,Belgium,Corn,Production,2012,569.82
Belgium,Belgium,Corn,Production,2013,663.26
Belgium,Belgium,Corn,Production,2014,640.96
Belgium,Belgium,Corn,Production,2015,548.72
Belgium,Belgium,Corn,Production,2016,389.05
Belgium,Belgium,Corn,Production,2017,503.92
Belgium,Belgium,Corn,Production,2018,376.55
Belgium,Belgium,Corn,Production,2019,429.22
Belgium,Belgium,Corn,Production,2020,421.01
Belgium,Belgium,Corn,Production,2021,449.89
Belgium,Belgium,Corn,Production,2022,473.8
Belgium,Belgium,Oats,Production,1955,481.1
Belgium,Belgium,Oats,Production,1956,483.9
Belgium,Belgium,Oats,Production,1957,453.9
Belgium,Belgium,Oats,Production,1958,443.2
Belgium,Belgium,Oats,Production,1959,423.0
Belgium,Belgium,Oats,Production,1960,449.7
Belgium,Belgium,Oats,Production,1961,444.4
Belgium,Belgium,Oats,Production,1962,426.8
Belgium,Belgium,Oats,Production,1963,395.4
Belgium,Belgium,Oats,Production,1964,373.2
Belgium,Belgium,Oats,Production,1965,304.5
Belgium,Belgium,Oats,Production,1966,293.4
Belgium,Belgium,Oats,Production,1967,361.4
Belgium,Belgium,Oats,Production,1968,314.8
Belgium,Belgium,Oats,Production,1969,283.4
Belgium,Belgium,Oats,Production,1970,196.5
Belgium,Belgium,Oats,Production,1971,281.4
Belgium,Belgium,Oats,Production,1972,247.4
Belgium,Belgium,Oats,Production,1973,249.6
Belgium,Belgium,Oats,Production,1974,225.4
Belgium,Belgium,Oats,Production,1975,230.4
Belgium,Belgium,Oats,Production,1976,130.9
Belgium,Belgium,Oats,Production,1977,115.5
Belgium,Belgium,Oats,Production,1978,136.1
Belgium,Belgium,Oats,Production,1979,118.8
Belgium,Belgium,Oats,Production,1980,108.9
Belgium,Belgium,Oats,Production,1981,108.8
Belgium,Belgium,Oats,Production,1982,153.4
Belgium,Belgium,Oats,Production,1983,79.7
Belgium,Belgium,Oats,Production,1984,91.8
Belgium,Belgium,Oats,Production,1985,93.6
Belgium,Belgium,Oats,Production,1986,59.3
Belgium,Belgium,Oats,Production,1987,60.4
Belgium,Belgium,Oats,Production,1988,69.7
Belgium,Belgium,Oats,Production,1989,44.7
Belgium,Belgium,Oats,Production,1990,34.0
Belgium,Belgium,Oats,Production,1991,36.1
Belgium,Belgium,Oats,Production,1992,35.7
Belgium,Belgium,Oats,Production,1993,54.4
Belgium,Belgium,Oats,Production,1994,42.2
Belgium,Belgium,Oats,Production,1995,28.3
Belgium,Belgium,Oats,Production,1996,28.4
Belgium,Belgium,Oats,Production,1997,34.9
Belgium,Belgium,Oats,Production,1998,28.5
Belgium,Belgium,Oats,Production,1999,42.6
Belgium,Belgium,Oats,Production,2008,30.51
Belgium,Belgium,Oats,Production,2009,34.64
Belgium,Belgium,Oats,Production,2010,24.68
Belgium,Belgium,Oats,Production,2011,17.64
Belgium,Belgium,Oats,Production,2012,17.46
Belgium,Belgium,Oats,Production,2013,22.94
Belgium,Belgium,Oats,Production,2014,17.67
Belgium,Belgium,Oats,Production,2015,22.31
Belgium,Belgium,Oats,Production,2016,16.46
Belgium,Belgium,Oats,Production,2017,18.43
Belgium,Belgium,Oats,Production,2018,18.56
Belgium,Belgium,Oats,Production,2019,20.17
Belgium,Belgium,Oats,Production,2020,18.24
Belgium,Belgium,Oats,Production,2021,16.5
Belgium,Belgium,Oats,Production,2022,15.54
Belgium,Belgium,Rapeseed,Production,1955,1.3
Belgium,Belgium,Rapeseed,Production,1956,1.8
Belgium,Belgium,Rapeseed,Production,1957,1.9
Belgium,Belgium,Rapeseed,Production,1958,1.6
Belgium,Belgium,Rapeseed,Production,1959,0.2
Belgium,Belgium,Rapeseed,Production,1960,0.2
Belgium,Belgium,Rapeseed,Production,1961,0.2
Belgium,Belgium,Rapeseed,Production,1962,0.3
Belgium,Belgium,Rapeseed,Production,1964,0.1
Belgium,Belgium,Rapeseed,Production,1965,0.2
Belgium,Belgium,Rapeseed,Production,1967,1.2
Belgium,Belgium,Rapeseed,Production,1968,1.6
Belgium,Belgium,Rapeseed,Production,1969,1.1
Belgium,Belgium,Rapeseed,Production,1970,1.2
Belgium,Belgium,Rapeseed,Production,1971,1.5
Belgium,Belgium,Rapeseed,Production,1972,2.9
Belgium,Belgium,Rapeseed,Production,1973,2.1
Belgium,Belgium,Rapeseed,Production,1974,1.0
Belgium,Belgium,Rapeseed,Production,1975,0.7
Belgium,Belgium,Rapeseed,Production,1976,0.4
Belgium,Belgium,Rapeseed,Production,1977,0.7
Belgium,Belgium,Rapeseed,Production,1978,0.9
Belgium,Belgium,Rapeseed,Production,1979,0.8
Belgium,Belgium,Rapeseed,Production,1980,0.9
Belgium,Belgium,Rapeseed,Production,1981,1.5
Belgium,Belgium,Rapeseed,Production,1982,4.5
Belgium,Belgium,Rapeseed,Production,1983,10.0
Belgium,Belgium,Rapeseed,Production,1984,10.6
Belgium,Belgium,Rapeseed,Production,1985,6.1
Belgium,Belgium,Rapeseed,Production,1986,8.0
Belgium,Belgium,Rapeseed,Production,1987,12.0
Belgium,Belgium,Rapeseed,Production,1988,10.2
Belgium,Belgium,Rapeseed,Production,1989,11.9
Belgium,Belgium,Rapeseed,Production,1990,16.0
Belgium,Belgium,Rapeseed,Production,1991,21.8
Belgium,Belgium,Rapeseed,Production,1992,16.7
Belgium,Belgium,Rapeseed,Production,1993,13.4
Belgium,Belgium,Rapeseed,Production,1994,19.2
Belgium,Belgium,Rapeseed,Production,1995,19.1
Belgium,Belgium,Rapeseed,Production,1996,17.7
Belgium,Belgium,Rapeseed,Production,1997,17.9
Belgium,Belgium,Rapeseed,Production,1998,19.5
Belgium,Belgium,Rapeseed,Production,1999,24.8
Belgium,Belgium,Rapeseed,Production,2000,14.2
Belgium,Belgium,Rapeseed,Production,2001,18.4
Belgium,Belgium,Rapeseed,Production,2002,18.3
Belgium,Belgium,Rapeseed,Production,2003,16.8
Belgium,Belgium,Rapeseed,Production,2004,22.9
Belgium,Belgium,Rapeseed,Production,2005,24.0
Belgium,Belgium,Rapeseed,Production,2006,34.0
Belgium,Belgium,Rapeseed,Production,2007,40.5
Belgium,Belgium,Rapeseed,Production,2008,33.3
Belgium,Belgium,Rapeseed,Production,2009,41.7
Belgium,Belgium,Rapeseed,Production,2010,45.5
Belgium,Belgium,Rapeseed,Production,2011,52.21
Belgium,Belgium,Rapeseed,Production,2012,48.4
Belgium,Belgium,Rapeseed,Production,2013,55.9
Belgium,Belgium,Rapeseed,Production,2014,53.27
Belgium,Belgium,Rapeseed,Production,2015,48.66
Belgium,Belgium,Rapeseed,Production,2016,39.49
Belgium,Belgium,Rapeseed,Production,2017,46.39
Belgium,Belgium,Rapeseed,Production,2018,43.3
Belgium,Belgium,Rapeseed,Production,2019,33.43
Belgium,Belgium,Rapeseed,Production,2020,29.91
Belgium,Belgium,Rapeseed,Production,2021,28.1
Belgium,Belgium,Rapeseed,Production,2022,31.79
Belgium,Belgium,Rye,Production,1955,222.0
Belgium,Belgium,Rye,Production,1956,199.9
Belgium,Belgium,Rye,Production,1957,191.7
Belgium,Belgium,Rye,Production,1958,201.8
Belgium,Belgium,Rye,Production,1959,187.2
Belgium,Belgium,Rye,Production,1960,189.8
Belgium,Belgium,Rye,Production,1961,121.2
Belgium,Belgium,Rye,Production,1962,123.3
Belgium,Belgium,Rye,Production,1963,126.1
Belgium,Belgium,Rye,Production,1964,138.5
Belgium,Belgium,Rye,Production,1965,99.5
Belgium,Belgium,Rye,Production,1966,77.4
Belgium,Belgium,Rye,Production,1967,93.2
Belgium,Belgium,Rye,Production,1968,89.3
Belgium,Belgium,Rye,Production,1969,76.9
Belgium,Belgium,Rye,Production,1970,66.6
Belgium,Belgium,Rye,Production,1971,88.6
Belgium,Belgium,Rye,Production,1972,79.4
Belgium,Belgium,Rye,Production,1973,63.3
Belgium,Belgium,Rye,Production,1974,50.2
Belgium,Belgium,Rye,Production,1975,32.1
Belgium,Belgium,Rye,Production,1976,50.6
Belgium,Belgium,Rye,Production,1977,60.7
Belgium,Belgium,Rye,Production,1978,57.1
Belgium,Belgium,Rye,Production,1979,46.7
Belgium,Belgium,Rye,Production,1980,38.2
Belgium,Belgium,Rye,Production,1981,32.0
Belgium,Belgium,Rye,Production,1982,29.8
Belgium,Belgium,Rye,Production,1983,24.5
Belgium,Belgium,Rye,Production,1984,32.2
Belgium,Belgium,Rye,Production,1985,22.5
Belgium,Belgium,Rye,Production,1986,19.3
Belgium,Belgium,Rye,Production,1987,16.7
Belgium,Belgium,Rye,Production,1988,14.3
Belgium,Belgium,Rye,Production,1989,12.5
Belgium,Belgium,Rye,Production,1990,12.6
Belgium,Belgium,Rye,Production,1991,10.6
Belgium,Belgium,Rye,Production,1992,9.2
Belgium,Belgium,Rye,Production,1993,10.3
Belgium,Belgium,Rye,Production,1994,11.9
Belgium,Belgium,Rye,Production,1995,9.1
Belgium,Belgium,Rye,Production,1996,9.5
Belgium,Belgium,Rye,Production,1997,8.3
Belgium,Belgium,Rye,Production,1998,7.5
Belgium,Belgium,Rye,Production,1999,4.3
Belgium,Belgium,Rye,Production,2000,4.77
Belgium,Belgium,Rye,Production,2001,2.88
Belgium,Belgium,Rye,Production,2002,2.81
Belgium,Belgium,Rye,Production,2003,2.71
Belgium,Belgium,Rye,Production,2004,3.19
Belgium,Belgium,Rye,Production,2005,2.29
Belgium,Belgium,Rye,Production,2006,2.69
Belgium,Belgium,Rye,Production,2007,2.39
Belgium,Belgium,Rye,Production,2008,2.19
Belgium,Belgium,Rye,Production,2009,2.69
Belgium,Belgium,Rye,Production,2010,1.98
Belgium,Belgium,Rye,Production,2011,2.38
Belgium,Belgium,Rye,Production,2012,2.57
Belgium,Belgium,Rye,Production,2013,2.95
Belgium,Belgium,Rye,Production,2015,2.58
Belgium,Belgium,Rye,Production,2016,1.91
Belgium,Belgium,Rye,Production,2017,2.38
Belgium,Belgium,Rye,Production,2018,2.36
Belgium,Belgium,Rye,Production,2019,3.36
Belgium,Belgium,Rye,Production,2020,2.5
Belgium,Belgium,Rye,Production,2021,3.4
Belgium,Belgium,Rye,Production,2022,3.16
Belgium,Belgium,Soft Wheat,Production,1955,766.5
Belgium,Belgium,Soft Wheat,Production,1956,633.2
Belgium,Belgium,Soft Wheat,Production,1957,804.5
Belgium,Belgium,Soft Wheat,Production,1958,836.3
Belgium,Belgium,Soft Wheat,Production,1959,849.8
Belgium,Belgium,Soft Wheat,Production,1960,854.9
Belgium,Belgium,Soft Wheat,Production,1961,738.2
Belgium,Belgium,Soft Wheat,Production,1962,844.1
Belgium,Belgium,Soft Wheat,Production,1963,770.4
Belgium,Belgium,Soft Wheat,Production,1964,911.1
Belgium,Belgium,Soft Wheat,Production,1965,864.1
Belgium,Belgium,Soft Wheat,Production,1966,574.4
Belgium,Belgium,Soft Wheat,Production,1967,873.9
Belgium,Belgium,Soft Wheat,Production,1968,855.0
Belgium,Belgium,Soft Wheat,Production,1969,779.0
Belgium,Belgium,Soft Wheat,Production,1970,734.8
Belgium,Belgium,Soft Wheat,Production,1971,915.1
Belgium,Belgium,Soft Wheat,Production,1972,949.8
Belgium,Belgium,Soft Wheat,Production,1973,1014.8
Belgium,Belgium,Soft Wheat,Production,1974,1044.3
Belgium,Belgium,Soft Wheat,Production,1975,701.8
Belgium,Belgium,Soft Wheat,Production,1976,923.6
Belgium,Belgium,Soft Wheat,Production,1977,770.5
Belgium,Belgium,Soft Wheat,Production,1978,992.3
Belgium,Belgium,Soft Wheat,Production,1979,985.4
Belgium,Belgium,Soft Wheat,Production,1980,879.0
Belgium,Belgium,Soft Wheat,Production,1981,902.1
Belgium,Belgium,Soft Wheat,Production,1982,1037.8
Belgium,Belgium,Soft Wheat,Production,1983,1043.3
Belgium,Belgium,Soft Wheat,Production,1984,1293.5
Belgium,Belgium,Soft Wheat,Production,1985,1187.2
Belgium,Belgium,Soft Wheat,Production,1986,1294.8
Belgium,Belgium,Soft Wheat,Production,1987,1083.0
Belgium,Belgium,Soft Wheat,Production,1988,1288.6
Belgium,Belgium,Soft Wheat,Production,1989,1443.9
Belgium,Belgium,Soft Wheat,Production,1990,1302.6
Belgium,Belgium,Soft Wheat,Production,1991,1398.6
Belgium,Belgium,Soft Wheat,Production,1992,1364.5
Belgium,Belgium,Soft Wheat,Production,1993,1463.1
Belgium,Belgium,Soft Wheat,Production,1994,1424.7
Belgium,Belgium,Soft Wheat,Production,1995,1523.3
Belgium,Belgium,Soft Wheat,Production,1996,1844.1
Belgium,Belgium,Soft Wheat,Production,1997,1661.0
Belgium,Belgium,Soft Wheat,Production,1998,1771.8
Belgium,Belgium,Soft Wheat,Production,1999,1528.5
Belgium,Belgium,Soft Wheat,Production,2000,1675.83
Belgium,Belgium,Soft Wheat,Production,2001,1447.23
Belgium,Belgium,Soft Wheat,Production,2002,1669.26
Belgium,Belgium,Soft Wheat,Production,2003,1716.52
Belgium,Belgium,Soft Wheat,Production,2004,1886.41
Belgium,Belgium,Soft Wheat,Production,2005,1782.66
Belgium,Belgium,Soft Wheat,Production,2006,1725.5
Belgium,Belgium,Soft Wheat,Production,2007,1628.08
Belgium,Belgium,Soft Wheat,Production,2008,1917.17
Belgium,Belgium,Soft Wheat,Production,2009,1975.8
Belgium,Belgium,Soft Wheat,Production,2010,1886.11
Belgium,Belgium,Soft Wheat,Production,2011,1677.92
Belgium,Belgium,Soft Wheat,Production,2012,1821.8
Belgium,Belgium,Soft Wheat,Production,2013,1847.89
Belgium,Belgium,Soft Wheat,Production,2014,1892.2
Belgium,Belgium,Soft Wheat,Production,2015,2069.02
Belgium,Belgium,Soft Wheat,Production,2016,1431.44
Belgium,Belgium,Soft Wheat,Production,2017,1690.84
Belgium,Belgium,Soft Wheat,Production,2018,1661.86
Belgium,Belgium,Soft Wheat,Production,2019,1902.38
Belgium,Belgium,Soft Wheat,Production,2020,1741.48
Belgium,Belgium,Soft Wheat,Production,2021,1629.18
Belgium,Belgium,Soft Wheat,Production,2022,1884.39
Belgium,Belgium,Spring barley,Production,1955,188.4
Belgium,Belgium,Spring barley,Production,1956,219.4
Belgium,Belgium,Spring barley,Production,1957,203.8
Belgium,Belgium,Spring barley,Production,1958,219.1
Belgium,Belgium,Spring barley,Production,1959,258.7
Belgium,Belgium,Spring barley,Production,1960,249.4
Belgium,Belgium,Spring barley,Production,1961,313.8
Belgium,Belgium,Spring barley,Production,1962,369.7
Belgium,Belgium,Spring barley,Production,1963,386.2
Belgium,Belgium,Spring barley,Production,1964,404.8
Belgium,Belgium,Spring barley,Production,1965,425.8
Belgium,Belgium,Spring barley,Production,1966,407.9
Belgium,Belgium,Spring barley,Production,1967,504.4
Belgium,Belgium,Spring barley,Production,1968,426.1
Belgium,Belgium,Spring barley,Production,1969,411.1
Belgium,Belgium,Spring barley,Production,1970,312.8
Belgium,Belgium,Spring barley,Production,1971,280.5
Belgium,Belgium,Spring barley,Production,1972,236.6
Belgium,Belgium,Spring barley,Production,1973,233.7
Belgium,Belgium,Spring barley,Production,1974,176.1
Belgium,Belgium,Spring barley,Production,1975,282.0
Belgium,Belgium,Spring barley,Production,1976,119.3
Belgium,Belgium,Spring barley,Production,1977,114.5
Belgium,Belgium,Spring barley,Production,1978,130.9
Belgium,Belgium,Spring barley,Production,1979,114.7
Belgium,Belgium,Spring barley,Production,1980,71.1
Belgium,Belgium,Spring barley,Production,1981,69.9
Belgium,Belgium,Spring barley,Production,1982,87.0
Belgium,Belgium,Spring barley,Production,1983,52.4
Belgium,Belgium,Spring barley,Production,1984,48.4
Belgium,Belgium,Spring barley,Production,1985,67.9
Belgium,Belgium,Spring barley,Production,1986,54.6
Belgium,Belgium,Spring barley,Production,1987,52.4
Belgium,Belgium,Spring barley,Production,1988,76.9
Belgium,Belgium,Spring barley,Production,1989,38.0
Belgium,Belgium,Spring barley,Production,1990,25.9
Belgium,Belgium,Spring barley,Production,1991,29.5
Belgium,Belgium,Spring barley,Production,1992,27.9
Belgium,Belgium,Spring barley,Production,1993,42.2
Belgium,Belgium,Spring barley,Production,1994,38.9
Belgium,Belgium,Spring barley,Production,1995,26.1
Belgium,Belgium,Spring barley,Production,1996,33.2
Belgium,Belgium,Spring barley,Production,1997,39.2
Belgium,Belgium,Spring barley,Production,1998,39.4
Belgium,Belgium,Spring barley,Production,1999,101.5
Belgium,Belgium,Spring barley,Production,2000,46.37
Belgium,Belgium,Spring barley,Production,2001,71.3
Belgium,Belgium,Spring barley,Production,2002,33.32
Belgium,Belgium,Spring barley,Production,2003,66.58
Belgium,Belgium,Spring barley,Production,2004,39.58
Belgium,Belgium,Spring barley,Production,2005,39.77
Belgium,Belgium,Spring barley,Production,2006,37.76
Belgium,Belgium,Spring barley,Production,2007,30.26
Belgium,Belgium,Spring barley,Production,2008,35.41
Belgium,Belgium,Spring barley,Production,2009,34.34
Belgium,Belgium,Spring barley,Production,2010,24.13
Belgium,Belgium,Spring barley,Production,2011,20.27
Belgium,Belgium,Spring barley,Production,2012,13.95
Belgium,Belgium,Spring barley,Production,2013,25.42
Belgium,Belgium,Spring barley,Production,2014,23.44
Belgium,Belgium,Spring barley,Production,2015,23.94
Belgium,Belgium,Spring barley,Production,2016,14.23
Belgium,Belgium,Spring barley,Production,2017,12.95
Belgium,Belgium,Spring barley,Production,2018,17.2
Belgium,Belgium,Spring barley,Production,2019,16.62
Belgium,Belgium,Spring barley,Production,2020,19.71
Belgium,Belgium,Spring barley,Production,2021,15.25
Belgium,Belgium,Spring barley,Production,2022,27.35
Belgium,Belgium,Winter barley,Production,1955,92.1
Belgium,Belgium,Winter barley,Production,1956,68.8
Belgium,Belgium,Winter barley,Production,1957,91.9
Belgium,Belgium,Winter barley,Production,1958,98.9
Belgium,Belgium,Winter barley,Production,1959,139.3
Belgium,Belgium,Winter barley,Production,1960,133.0
Belgium,Belgium,Winter barley,Production,1961,94.9
Belgium,Belgium,Winter barley,Production,1962,129.6
Belgium,Belgium,Winter barley,Production,1963,95.4
Belgium,Belgium,Winter barley,Production,1964,110.8
Belgium,Belgium,Winter barley,Production,1965,94.3
Belgium,Belgium,Winter barley,Production,1966,78.0
Belgium,Belgium,Winter barley,Production,1967,118.2
Belgium,Belgium,Winter barley,Production,1968,148.3
Belgium,Belgium,Winter barley,Production,1969,146.3
Belgium,Belgium,Winter barley,Production,1970,214.5
Belgium,Belgium,Winter barley,Production,1971,310.0
Belgium,Belgium,Winter barley,Production,1972,402.3
Belgium,Belgium,Winter barley,Production,1973,484.3
Belgium,Belgium,Winter barley,Production,1974,525.3
Belgium,Belgium,Winter barley,Production,1975,146.2
Belgium,Belgium,Winter barley,Production,1976,492.3
Belgium,Belgium,Winter barley,Production,1977,561.1
Belgium,Belgium,Winter barley,Production,1978,634.0
Belgium,Belgium,Winter barley,Production,1979,652.0
Belgium,Belgium,Winter barley,Production,1980,736.0
Belgium,Belgium,Winter barley,Production,1981,682.0
Belgium,Belgium,Winter barley,Production,1982,658.1
Belgium,Belgium,Winter barley,Production,1983,617.8
Belgium,Belgium,Winter barley,Production,1984,825.0
Belgium,Belgium,Winter barley,Production,1985,617.4
Belgium,Belgium,Winter barley,Production,1986,738.4
Belgium,Belgium,Winter barley,Production,1987,625.7
Belgium,Belgium,Winter barley,Production,1988,660.8
Belgium,Belgium,Winter barley,Production,1989,609.0
Belgium,Belgium,Winter barley,Production,1990,508.5
Belgium,Belgium,Winter barley,Production,1991,465.5
Belgium,Belgium,Winter barley,Production,1992,421.7
Belgium,Belgium,Winter barley,Production,1993,348.3
Belgium,Belgium,Winter barley,Production,1994,307.6
Belgium,Belgium,Winter barley,Production,1995,330.3
Belgium,Belgium,Winter barley,Production,1996,349.2
Belgium,Belgium,Winter barley,Production,1997,333.3
Belgium,Belgium,Winter barley,Production,1998,335.1
Belgium,Belgium,Winter barley,Production,1999,286.1
Belgium,Belgium,Winter barley,Production,2000,284.7
Belgium,Belgium,Winter barley,Production,2001,294.83
Belgium,Belgium,Winter barley,Production,2002,307.86
Belgium,Belgium,Winter barley,Production,2003,204.94
Belgium,Belgium,Winter barley,Production,2004,263.67
Belgium,Belgium,Winter barley,Production,2005,260.99
Belgium,Belgium,Winter barley,Production,2006,333.71
Belgium,Belgium,Winter barley,Production,2007,342.9
Belgium,Belgium,Winter barley,Production,2008,390.81
Belgium,Belgium,Winter barley,Production,2009,417.61
Belgium,Belgium,Winter barley,Production,2010,348.29
Belgium,Belgium,Winter barley,Production,2011,318.94
Belgium,Belgium,Winter barley,Production,2012,349.6
Belgium,Belgium,Winter barley,Production,2013,370.38
Belgium,Belgium,Winter barley,Production,2014,375.43
Belgium,Belgium,Winter barley,Production,2015,410.77
Belgium,Belgium,Winter barley,Production,2016,331.43
Belgium,Belgium,Winter barley,Production,2017,364.7
Belgium,Belgium,Winter barley,Production,2018,306.94
Belgium,Belgium,Winter barley,Production,2019,384.41
Belgium,Belgium,Winter barley,Production,2020,309.82
Belgium,Belgium,Winter barley,Production,2021,284.9
Belgium,Belgium,Winter barley,Production,2022,356.95
Bulgaria,Bulgaria,Barley,Production,1987,1091.0
Bulgaria,Bulgaria,Barley,Production,1988,1313.0
Bulgaria,Bulgaria,Barley,Production,1989,1572.0
Bulgaria,Bulgaria,Barley,Production,1990,1387.0
Bulgaria,Bulgaria,Barley,Production,1991,1502.0
Bulgaria,Bulgaria,Barley,Production,1992,1195.0
Bulgaria,Bulgaria,Barley,Production,1993,932.5
Bulgaria,Bulgaria,Barley,Production,1994,1143.2
Bulgaria,Bulgaria,Barley,Production,1995,1173.0
Bulgaria,Bulgaria,Barley,Production,1996,456.7
Bulgaria,Bulgaria,Barley,Production,1997,809.8
Bulgaria,Bulgaria,Barley,Production,1998,631.4
Bulgaria,Bulgaria,Barley,Production,1999,626.5
Bulgaria,Bulgaria,Barley,Production,2000,651.3
Bulgaria,Bulgaria,Barley,Production,2001,955.8
Bulgaria,Bulgaria,Barley,Production,2002,1241.69
Bulgaria,Bulgaria,Barley,Production,2003,543.31
Bulgaria,Bulgaria,Barley,Production,2004,1211.01
Bulgaria,Bulgaria,Barley,Production,2005,670.91
Bulgaria,Bulgaria,Barley,Production,2006,557.1
Bulgaria,Bulgaria,Barley,Production,2007,432.98
Bulgaria,Bulgaria,Barley,Production,2008,903.52
Bulgaria,Bulgaria,Barley,Production,2009,885.66
Bulgaria,Bulgaria,Barley,Production,2010,851.68
Bulgaria,Bulgaria,Barley,Production,2011,728.4
Bulgaria,Bulgaria,Barley,Production,2012,684.99
Bulgaria,Bulgaria,Barley,Production,2013,750.87
Bulgaria,Bulgaria,Barley,Production,2014,873.04
Bulgaria,Bulgaria,Barley,Production,2015,714.83
Bulgaria,Bulgaria,Barley,Production,2016,728.93
Bulgaria,Bulgaria,Barley,Production,2017,616.78
Bulgaria,Bulgaria,Barley,Production,2018,448.7
Bulgaria,Bulgaria,Barley,Production,2019,563.15
Bulgaria,Bulgaria,Barley,Production,2020,566.32
Bulgaria,Bulgaria,Barley,Production,2021,704.07
Bulgaria,Bulgaria,Barley,Production,2022,625.07
Bulgaria,Bulgaria,Corn,Production,2000,1084.94
Bulgaria,Bulgaria,Corn,Production,2001,912.17
Bulgaria,Bulgaria,Corn,Production,2002,1273.12
Bulgaria,Bulgaria,Corn,Production,2003,1215.1
Bulgaria,Bulgaria,Corn,Production,2004,2115.59
Bulgaria,Bulgaria,Corn,Production,2005,1532.23
Bulgaria,Bulgaria,Corn,Production,2006,1574.88
Bulgaria,Bulgaria,Corn,Production,2007,309.63
Bulgaria,Bulgaria,Corn,Production,2008,1382.62
Bulgaria,Bulgaria,Corn,Production,2009,1310.31
Bulgaria,Bulgaria,Corn,Production,2010,2056.93
Bulgaria,Bulgaria,Corn,Production,2011,2229.75
Bulgaria,Bulgaria,Corn,Production,2012,1757.75
Bulgaria,Bulgaria,Corn,Production,2013,2776.89
Bulgaria,Bulgaria,Corn,Production,2014,3141.13
Bulgaria,Bulgaria,Corn,Production,2015,2709.47
Bulgaria,Bulgaria,Corn,Production,2016,2277.86
Bulgaria,Bulgaria,Corn,Production,2017,2610.24
Bulgaria,Bulgaria,Corn,Production,2018,3522.5
Bulgaria,Bulgaria,Corn,Production,2019,4059.79
Bulgaria,Bulgaria,Corn,Production,2020,3014.09
Bulgaria,Bulgaria,Corn,Production,2021,3427.31
Bulgaria,Bulgaria,Corn,Production,2022,2547.91
